freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge,cluster,cluster_name,pc1,pc2
1846,14.16,2.0,4.23,32,66.6,25.7,1545,16.9,copywriting,Costa Rica,intermediate,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.843639055192487,-0.32051783175792153
1847,9.07,1.6,3.51,35,84.5,31.2,728,13.2,machine_learning,Mexico,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.1808460870121213,-0.23583616126625445
1848,26.25,4.6,3.08,60,55.8,63.0,1622,1.6,graphic_design,Peru,basic,limited,verified,0,Bajo on time delivery rate / Bajo rating,-3.1790963594317954,2.4530386199130096
1849,33.51,4.7,4.22,65,93.7,11.0,2362,30.6,digital_marketing,Colombia,advanced,limited,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.1903775682805623,-0.6851674350080242
1850,94.51,10.6,4.61,158,90.4,1.6,5291,51.0,customer_support,Mexico,advanced,full_time,none,1,Alto completed projects / Alto experience years,3.117714769567859,0.9905478725119473
1851,90.9,8.7,4.77,275,95.2,7.9,9171,46.3,machine_learning,Colombia,intermediate,full_time,top_rated,1,Alto completed projects / Alto experience years,4.167575574680736,1.5445739472773805
1852,31.78,5.1,4.64,28,92.1,4.9,794,35.2,digital_marketing,El Salvador,native,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.15643237535937055,-1.4966045811320667
1853,15.52,2.5,3.74,23,83.7,38.7,660,24.5,copywriting,Costa Rica,intermediate,limited,none,0,Bajo on time delivery rate / Bajo rating,-1.8819136893013744,-0.0683597137594732
1854,86.96,11.0,4.89,98,90.6,3.3,2552,57.0,web_development,Colombia,advanced,part_time,top_rated,1,Alto completed projects / Alto experience years,2.5724123144418485,0.17850505823434532
1855,53.51,9.8,4.97,309,99.2,1.2,3564,75.5,graphic_design,Peru,intermediate,part_time,none,1,Alto completed projects / Alto experience years,3.8462135794998042,-0.15065253064386425
1856,39.74,5.7,4.79,82,94.5,15.8,1374,41.0,data_analysis,Peru,advanced,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.7474410633744205,-0.9517649044638101
1857,41.74,4.8,4.52,68,87.3,3.1,2046,53.6,machine_learning,El Salvador,advanced,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.797897594309693,-0.8722333151558478
1858,21.76,5.8,4.37,102,86.6,10.0,1714,51.7,machine_learning,Colombia,intermediate,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.48018131228075533,-0.7813450672214632
1859,34.82,6.4,4.78,78,85.8,9.3,1364,16.0,data_analysis,Colombia,native,part_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.16132191982376476,-0.9303635771173111
1860,15.16,2.1,3.72,33,76.5,43.0,918,10.6,web_development,Peru,native,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-2.359783536940932,0.27332317313187404
1861,17.43,2.8,3.83,14,69.8,20.6,417,20.6,customer_support,El Salvador,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0286011021322587,-0.29410298407577956
1862,29.52,5.4,4.6,72,88.5,14.9,2791,41.7,copywriting,Peru,native,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.5391229271625883,-0.7146311919951287
1863,22.32,6.7,2.96,95,65.8,41.9,3902,6.0,digital_marketing,Mexico,advanced,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.851051127896084,2.1866817335088835
1864,51.55,13.8,4.96,153,98.1,1.4,3923,62.7,graphic_design,Mexico,intermediate,part_time,verified,1,Alto completed projects / Alto experience years,3.2803170070903582,-0.26131684618314077
1865,37.74,3.4,4.7,72,88.9,12.2,1781,27.8,graphic_design,El Salvador,advanced,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.14067074817314532,-1.0063681442844734
1866,20.64,5.9,4.53,63,95.3,5.5,1655,44.2,data_analysis,Colombia,advanced,part_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.5767234718046398,-1.3754079804041028
1867,17.83,1.7,4.4,28,70.4,34.5,593,20.3,data_analysis,Guatemala,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-1.8865887820315592,-0.40715180747983165
1868,27.92,5.3,4.62,61,95.0,9.2,2477,51.5,mobile_development,Colombia,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.8510267986087138,-1.167412229047437
1869,15.74,9.7,2.94,43,69.5,57.4,1652,4.7,data_analysis,Argentina,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.46103897584466,2.21044189693591
1870,89.62,10.4,4.77,175,94.9,3.0,2903,46.4,graphic_design,Mexico,native,full_time,top_rated,1,Alto completed projects / Alto experience years,2.827441742896629,0.4115198532049673
1871,13.7,3.6,3.83,76,46.1,51.4,2266,19.0,data_analysis,Costa Rica,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.5640240853880227,1.5991563210011823
1872,19.54,0.3,4.02,3,76.8,12.7,846,7.0,mobile_development,Mexico,intermediate,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.006312072949127,-0.954608071254166
1873,38.92,5.4,3.99,96,74.0,71.5,3214,18.2,data_analysis,Mexico,native,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.2734372088645143,2.076551215664813
1874,19.38,0.1,3.72,14,83.0,10.9,741,22.4,copywriting,Costa Rica,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.7166409910070028,-0.9438812258183761
1875,39.25,4.4,4.7,88,88.4,12.8,2410,21.1,mobile_development,Mexico,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.29552461529444973,-0.7352583329296122
1876,40.88,5.6,4.78,89,92.2,4.2,3114,53.9,copywriting,El Salvador,native,limited,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,1.4325542835354836,-0.9755924730033243
1877,73.67,10.0,4.91,110,94.2,7.1,3096,41.1,machine_learning,Costa Rica,advanced,part_time,rising_talent,1,Alto completed projects / Alto experience years,2.2351865034596714,-0.042188887541548634
1878,102.11,7.2,3.1,68,48.6,95.78,1096,10.5,machine_learning,Argentina,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.596764209956792,5.116356090311699
1879,18.54,1.0,3.98,32,71.7,43.5,1318,14.5,graphic_design,Argentina,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.2676085869751685,0.23583803658298408
1880,24.66,5.1,4.73,94,93.7,4.8,3000,30.0,copywriting,Mexico,intermediate,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.7616189779343671,-1.2618064599306407
1881,45.61,9.7,3.9,71,73.4,60.0,1854,4.7,customer_support,Argentina,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.2535554304132208,2.0429461780141684
1882,11.37,0.1,3.73,16,74.5,26.7,796,13.9,machine_learning,El Salvador,native,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.4229835160605986,-0.4011172091732648
1883,22.21,3.2,4.34,83,86.7,14.6,1013,38.0,copywriting,Chile,basic,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.29698925692525124,-0.9472469396549029
1884,19.19,1.1,3.66,8,81.3,37.0,630,18.2,machine_learning,Mexico,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.246531659356086,-0.06626812817104077
1885,13.25,0.3,4.05,26,82.2,10.8,1038,9.7,copywriting,Chile,intermediate,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-1.703059773582683,-1.2236389765217175
1886,38.83,6.7,4.77,54,89.0,4.2,1672,25.7,digital_marketing,Peru,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.5087419372450637,-1.0999850444607067
1887,84.4,7.2,4.69,83,98.5,1.6,1480,87.8,graphic_design,Argentina,native,full_time,top_rated,1,Alto completed projects / Alto experience years,2.5747226147096094,-0.4472199606472126
1888,41.54,7.2,3.58,98,76.9,42.0,3132,17.4,copywriting,Guatemala,native,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-0.7891989622036598,1.6661010506845926
1889,44.5,5.3,4.36,116,90.5,4.1,1147,42.3,data_analysis,Argentina,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7154283700711264,-0.6833647332354319
1890,45.27,1.2,3.13,72,65.7,48.3,1971,3.8,web_development,Guatemala,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.575362454563681,1.976328441287042
1891,37.81,5.3,4.73,40,86.3,5.4,1378,53.2,machine_learning,Peru,intermediate,weekends,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.603267968580434,-1.1821503375755753
1892,68.8,12.6,4.99,302,91.3,3.4,4091,65.0,data_analysis,El Salvador,intermediate,part_time,top_rated,1,Alto completed projects / Alto experience years,3.935937775741454,0.6358609955825696
1893,79.86,9.6,4.67,240,96.7,6.7,7687,75.6,digital_marketing,El Salvador,advanced,full_time,rising_talent,1,Alto completed projects / Alto experience years,4.204899292462322,1.0932222005163736
1894,9.27,0.0,4.0,7,67.9,37.1,216,8.5,mobile_development,Guatemala,advanced,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.8874365445204635,-0.3194450915426905
1895,24.97,3.5,3.64,41,50.7,56.1,1329,12.7,copywriting,Colombia,advanced,weekends,verified,0,Bajo on time delivery rate / Bajo rating,-2.937060992502945,1.7354159086567287
1896,10.99,0.5,3.98,31,81.4,42.7,1387,17.1,mobile_development,Guatemala,native,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0766702047275714,-0.20776488047810748
1897,14.39,2.1,3.59,6,72.9,31.3,595,22.3,customer_support,Guatemala,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.344496040806011,0.03615951339507869
1898,18.1,0.0,4.15,8,67.7,25.8,509,3.7,data_analysis,Mexico,native,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.534454457077217,-0.5565729157615055
1899,67.87,13.4,4.67,234,98.7,4.4,6667,88.0,copywriting,Colombia,intermediate,limited,top_rated,1,Alto completed projects / Alto experience years,4.527046705824532,0.8890419660949823
1900,36.06,8.5,3.67,63,45.2,43.3,1002,11.2,graphic_design,Peru,native,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.2156433383366716,2.067042117404854
1901,72.75,7.2,4.99,164,94.1,5.0,4681,69.3,web_development,Colombia,advanced,full_time,rising_talent,1,Alto completed projects / Alto experience years,3.046813193657126,-0.047950965659229794
1902,21.9,2.5,4.08,24,75.6,25.6,646,11.3,web_development,Guatemala,intermediate,limited,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.833664531507156,-0.3854989759539461
1903,82.46,13.7,4.61,103,98.1,4.4,2998,78.8,machine_learning,Costa Rica,advanced,limited,none,1,Alto completed projects / Alto experience years,3.272627028328979,0.3948787086666738
1904,19.21,2.4,4.14,33,70.4,29.2,1383,15.7,digital_marketing,El Salvador,advanced,limited,none,0,Bajo on time delivery rate / Bajo rating,-1.7898095434947825,-0.15042403542882132
1905,21.48,4.9,4.37,59,93.4,8.1,1794,32.7,digital_marketing,Mexico,advanced,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.0933974599705881,-1.1744987562793026
1906,34.65,5.0,4.55,25,94.0,13.5,441,22.8,web_development,Colombia,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.2520850764224989,-1.1856311471324579
1907,14.51,2.1,3.69,89,76.4,31.8,3228,3.4,mobile_development,Guatemala,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.6720041539798751,0.45094704623404874
1908,44.4,8.4,3.73,10,69.2,30.3,271,1.7,digital_marketing,El Salvador,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.7546323967833983,0.9401731040862177
1909,33.95,4.9,4.58,100,95.8,3.8,3584,46.9,machine_learning,Argentina,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,1.2694950369821736,-0.9738065378616967
1910,17.57,5.8,3.23,56,50.3,69.1,2653,10.4,mobile_development,El Salvador,advanced,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-3.019311971033772,2.7106561057548224
1911,8.49,2.4,4.15,4,65.2,36.3,93,9.2,mobile_development,El Salvador,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.6502761803270007,-0.2585042907801073
1912,79.14,12.1,4.81,343,92.1,3.0,3875,59.9,customer_support,Guatemala,intermediate,part_time,none,1,Alto completed projects / Alto experience years,3.995480132994189,1.0106515794484732
1913,37.77,5.5,4.65,112,91.5,9.2,3198,31.8,machine_learning,Chile,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.9354471915347128,-0.6688975114658402
1914,79.56,7.8,4.8,193,94.6,5.7,2766,61.8,customer_support,Argentina,advanced,limited,top_rated,1,Alto completed projects / Alto experience years,2.7495375093656897,0.1453000987681633
1915,29.07,3.8,4.64,41,89.4,10.2,1039,40.4,customer_support,Argentina,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.031243687623244643,-1.31217082747934
1916,9.32,1.5,4.18,27,87.2,40.3,876,19.9,copywriting,Guatemala,intermediate,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.7362209169909442,-0.6284229294672014
1917,65.24,12.4,4.61,314,92.2,3.1,5618,60.9,machine_learning,Argentina,basic,full_time,rising_talent,1,Alto completed projects / Alto experience years,3.9162801699080108,1.0394477752451377
1918,18.23,0.7,3.8,20,68.4,27.8,1127,5.9,machine_learning,Argentina,native,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.4913715537097634,-0.062461134103447835
1919,65.73,11.8,4.7,252,99.2,3.0,4956,50.1,digital_marketing,Costa Rica,intermediate,weekends,top_rated,1,Alto completed projects / Alto experience years,3.522889358146927,0.506869666394951
1920,14.58,1.5,3.7,4,68.4,42.4,597,2.4,mobile_development,Costa Rica,advanced,part_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.9829823363608985,0.3345861264509446
1921,18.3,2.0,3.92,12,68.9,37.7,400,8.6,data_analysis,Costa Rica,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.550638105520178,0.10920852654041578
1922,16.44,0.9,3.97,26,81.6,37.6,967,19.2,machine_learning,Chile,intermediate,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9471261446279977,-0.2925215318651898
1923,34.28,5.8,4.6,90,87.0,7.7,3943,52.6,web_development,Guatemala,advanced,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,1.1760715509028454,-0.5746491934514875
1924,43.44,5.8,4.6,106,95.3,4.4,3911,26.4,digital_marketing,Costa Rica,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,1.1898041443408651,-0.6558083613007839
1925,46.09,7.2,3.96,74,59.5,47.7,3101,1.1,copywriting,Colombia,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.475898145346032,1.991516298403633
1926,28.62,6.9,4.53,81,89.6,14.6,2716,44.6,mobile_development,El Salvador,intermediate,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.734952183592014,-0.5933689973227788
1927,30.08,4.3,4.33,30,87.5,12.7,1238,17.3,machine_learning,Chile,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.622932228422015,-0.901011722397582
1928,11.11,2.3,3.71,17,77.2,32.6,1214,6.1,copywriting,Costa Rica,basic,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.3045077765434447,-0.07023994229402428
1929,15.64,0.6,4.28,27,79.3,24.5,1017,2.0,customer_support,Costa Rica,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9296643824755513,-0.8481513280471499
1930,17.27,7.7,2.9,15,51.1,24.3,804,6.8,machine_learning,Peru,native,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.88414485592683,1.4507633322615752
1931,43.15,3.3,4.54,106,82.6,13.2,2791,27.1,mobile_development,Peru,basic,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.22862696970019886,-0.37502079424239876
1932,45.06,13.5,4.81,241,97.5,6.4,7531,41.3,mobile_development,Guatemala,basic,weekends,none,1,Alto completed projects / Alto experience years,3.6412617729469168,0.5815487371508331
1933,12.12,1.1,3.92,35,67.1,24.2,990,3.3,digital_marketing,Mexico,intermediate,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.437125255211608,-0.2844149165888089
1934,41.93,4.3,4.55,110,93.4,13.5,2550,23.9,data_analysis,Costa Rica,advanced,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.5309068794164485,-0.5911895471481278
1935,36.05,5.4,4.29,51,91.9,12.8,2457,52.9,copywriting,Guatemala,intermediate,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.586642405528928,-0.5932644377316308
1936,23.84,5.4,4.32,42,83.0,5.5,1064,38.1,digital_marketing,Guatemala,advanced,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.21748059734487052,-1.0229393522805892
1937,36.91,6.7,4.48,71,89.3,7.5,2001,21.2,machine_learning,Mexico,basic,limited,verified,2,Bajo response time hours / Alto on time delivery rate,0.3214677561172206,-0.7211165865684314
1938,13.8,2.9,3.62,3,79.9,44.8,166,24.9,machine_learning,Peru,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.310110781328569,0.1932692743053112
1939,21.2,5.6,4.53,40,91.3,4.7,1263,41.7,mobile_development,Argentina,basic,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.23235993687653828,-1.4470452825706415
1940,83.45,11.6,4.97,110,94.3,2.1,3462,45.8,machine_learning,Mexico,advanced,weekends,rising_talent,1,Alto completed projects / Alto experience years,2.7735839026003335,0.08514883944961948
1941,34.27,4.6,4.53,61,87.0,7.5,790,18.6,machine_learning,Guatemala,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.2614852423888051,-1.0727879171239727
1942,17.65,1.7,3.51,17,82.2,40.7,1165,21.3,customer_support,Mexico,intermediate,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.148644856845263,0.2698705768690842
