freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge
1624,36.43,4.5,4.41,48,94.8,14.2,2305,20.2,web_development,Guatemala,intermediate,part_time,expert_vetted
1625,48.51,12.9,4.93,265,98.2,1.5,6315,70.0,machine_learning,Peru,native,part_time,none
1626,33.6,7.7,3.34,40,58.3,22.1,874,14.6,machine_learning,El Salvador,advanced,part_time,top_rated
1627,30.0,5.6,4.67,74,89.7,4.9,2391,39.6,machine_learning,Peru,native,full_time,none
1628,48.39,12.7,4.88,198,90.0,2.3,7314,75.2,web_development,Peru,intermediate,full_time,none
1629,24.37,3.6,4.35,70,82.9,14.4,1456,36.3,customer_support,Argentina,intermediate,full_time,none
1630,38.52,4.4,4.36,63,94.1,13.8,1055,15.1,web_development,Colombia,native,part_time,top_rated
1631,86.92,14.9,4.81,288,94.1,7.5,3138,83.2,mobile_development,Peru,basic,full_time,none
1632,29.35,4.1,4.77,78,92.8,9.9,2472,18.1,copywriting,Colombia,advanced,full_time,top_rated
1633,35.57,5.5,4.69,91,86.3,14.5,1714,46.7,machine_learning,Peru,intermediate,full_time,verified
1634,28.2,4.1,3.55,32,62.8,68.9,1301,1.9,data_analysis,Guatemala,advanced,limited,expert_vetted
1635,11.61,1.2,3.73,12,72.2,16.0,1044,17.9,mobile_development,Guatemala,advanced,full_time,none
1636,12.4,1.4,3.67,6,87.8,21.2,717,11.2,copywriting,Peru,intermediate,part_time,none
1637,10.66,2.4,3.77,29,75.1,13.3,1472,18.4,machine_learning,Peru,advanced,part_time,rising_talent
1638,30.17,6.4,4.46,120,93.2,7.2,2957,50.5,data_analysis,Colombia,intermediate,full_time,verified
1639,10.14,1.3,4.12,7,65.5,46.9,630,23.1,data_analysis,Guatemala,basic,full_time,rising_talent
1640,71.32,8.1,4.87,148,98.0,1.9,3323,66.8,graphic_design,Mexico,advanced,full_time,verified
1641,36.26,4.5,4.57,73,95.4,3.4,2438,22.7,data_analysis,Guatemala,basic,full_time,none
1642,76.67,14.5,4.85,332,91.3,1.9,4608,71.4,web_development,Guatemala,native,full_time,verified
1643,12.75,1.5,3.62,13,77.8,45.7,397,5.3,web_development,Peru,advanced,full_time,verified
1644,80.32,8.2,4.85,344,94.0,6.6,5214,42.2,graphic_design,Chile,basic,weekends,rising_talent
1645,23.33,9.6,3.28,82,76.9,20.2,1354,11.6,copywriting,Costa Rica,intermediate,full_time,none
1646,13.45,1.9,3.82,9,70.1,31.2,569,14.2,copywriting,Costa Rica,advanced,limited,top_rated
1647,48.7,10.1,4.98,293,96.5,7.2,9443,46.9,mobile_development,Costa Rica,basic,part_time,rising_talent
1648,18.55,2.7,3.57,1,69.9,10.6,904,9.6,copywriting,Argentina,advanced,limited,top_rated
1649,34.73,6.0,4.36,97,92.2,15.4,2846,24.3,copywriting,Mexico,native,full_time,none
1650,15.9,2.2,3.61,26,76.3,40.7,1404,7.9,machine_learning,Peru,intermediate,full_time,top_rated
1651,18.84,2.8,3.98,12,85.1,16.0,1165,22.8,data_analysis,Argentina,intermediate,full_time,none
1652,34.11,4.8,3.67,92,76.1,40.8,2608,18.1,machine_learning,Chile,intermediate,full_time,top_rated
1653,11.93,1.0,4.02,22,68.4,18.8,811,16.6,copywriting,Colombia,native,full_time,top_rated
1654,31.43,4.1,4.78,33,91.9,6.8,1299,36.1,machine_learning,El Salvador,intermediate,part_time,rising_talent
1655,16.64,1.5,3.73,15,71.2,25.4,921,20.1,machine_learning,Chile,native,full_time,none
1656,25.94,5.9,4.75,31,89.9,5.7,411,44.5,machine_learning,Argentina,advanced,part_time,rising_talent
1657,36.31,3.6,4.75,43,83.8,6.6,1376,36.7,graphic_design,El Salvador,intermediate,full_time,top_rated
1658,26.35,5.6,4.23,35,93.3,14.4,1230,53.8,digital_marketing,Guatemala,basic,weekends,verified
1659,26.05,6.2,4.52,76,95.8,9.3,1183,52.1,copywriting,Argentina,advanced,limited,none
1660,32.84,3.4,3.7,56,65.9,25.4,1985,2.7,digital_marketing,Mexico,basic,full_time,rising_talent
1661,62.45,10.6,4.85,158,98.0,3.6,5380,42.1,copywriting,Argentina,advanced,weekends,rising_talent
1662,41.87,5.2,4.25,45,87.4,8.4,1499,23.7,digital_marketing,Chile,advanced,part_time,top_rated
1663,46.12,10.8,4.74,131,96.1,1.5,2282,64.2,digital_marketing,Chile,basic,part_time,rising_talent
1664,36.8,4.7,4.37,94,84.5,12.9,3064,45.4,customer_support,Chile,intermediate,full_time,none
1665,42.45,4.9,4.42,63,92.2,6.4,2151,46.8,machine_learning,El Salvador,advanced,part_time,verified
1666,53.74,8.1,4.6,216,97.7,7.0,7511,42.7,digital_marketing,Mexico,intermediate,full_time,top_rated
1667,8.71,0.1,3.61,22,79.8,27.6,810,21.8,mobile_development,Mexico,advanced,full_time,rising_talent
1668,24.32,6.8,4.48,89,86.7,6.3,3683,23.9,customer_support,Chile,basic,full_time,verified
1669,25.35,5.7,4.29,43,89.5,15.6,2011,29.0,copywriting,El Salvador,advanced,part_time,top_rated
1670,16.2,4.7,2.85,72,70.5,32.2,1618,12.8,mobile_development,Chile,intermediate,part_time,top_rated
1671,19.3,3.0,3.9,7,70.9,47.2,1048,17.4,mobile_development,Chile,basic,full_time,none
1672,21.04,5.9,4.5,61,87.2,13.0,1646,16.5,machine_learning,Mexico,basic,full_time,top_rated
1673,19.85,2.3,3.89,3,86.6,27.5,582,20.2,machine_learning,Colombia,native,part_time,rising_talent
1674,37.59,3.4,4.68,99,93.3,6.1,2811,37.0,machine_learning,Argentina,intermediate,part_time,none
1675,27.82,7.1,3.23,72,64.6,20.5,1833,1.2,digital_marketing,Mexico,native,part_time,none
1676,10.71,0.0,3.74,4,78.9,44.6,694,9.1,mobile_development,Costa Rica,intermediate,full_time,none
1677,39.3,5.3,4.46,33,95.3,6.5,1630,53.5,web_development,Guatemala,native,full_time,none
1678,35.72,6.4,4.54,44,87.5,3.3,1252,22.0,machine_learning,Argentina,native,full_time,top_rated
1679,18.9,0.2,4.3,34,74.0,45.7,1089,4.4,graphic_design,Mexico,intermediate,full_time,none
1680,13.29,2.8,4.03,35,78.1,47.2,1500,21.4,copywriting,El Salvador,native,full_time,none
1681,42.1,2.6,3.62,45,54.2,67.9,1843,2.2,copywriting,Mexico,intermediate,limited,none
1682,41.55,2.3,3.05,87,66.2,23.4,3369,11.9,digital_marketing,Mexico,advanced,limited,verified
1683,23.19,7.0,3.0,14,53.6,46.2,579,4.0,data_analysis,Colombia,intermediate,full_time,verified
1684,133.74,1.4,2.52,19,75.8,103.92,892,18.8,customer_support,Costa Rica,basic,full_time,none
1685,32.07,6.4,4.58,48,95.4,9.5,1883,16.7,web_development,Chile,basic,full_time,top_rated
1686,20.4,2.0,3.85,20,80.0,40.2,923,7.9,data_analysis,Costa Rica,basic,full_time,rising_talent
1687,17.54,1.2,4.32,3,87.2,37.3,175,19.3,copywriting,Mexico,advanced,full_time,rising_talent
1688,8.97,2.6,4.0,7,69.3,47.8,709,5.3,digital_marketing,Colombia,basic,full_time,none
1689,35.94,4.6,4.28,68,95.3,8.2,2073,15.1,web_development,El Salvador,intermediate,part_time,none
1690,51.91,3.1,3.73,52,63.0,58.8,2248,16.6,data_analysis,Guatemala,intermediate,full_time,verified
1691,22.11,4.2,4.75,73,90.0,13.0,3062,43.2,data_analysis,Chile,basic,weekends,none
1692,22.52,1.8,3.2,70,76.4,49.5,2667,9.6,customer_support,Mexico,intermediate,full_time,verified
1693,54.61,9.8,4.8,109,98.9,3.1,2932,46.5,copywriting,Mexico,native,part_time,rising_talent
1694,76.56,11.7,4.68,309,93.9,2.8,9887,77.8,customer_support,Costa Rica,advanced,part_time,none
1695,43.54,5.6,4.63,100,93.2,8.9,3729,40.4,customer_support,Argentina,basic,part_time,none
1696,82.42,12.8,4.78,335,99.0,2.8,3237,83.4,digital_marketing,Guatemala,advanced,full_time,expert_vetted
1697,55.86,7.9,4.64,256,93.9,7.0,3011,82.3,copywriting,Chile,advanced,full_time,none
1698,14.78,3.0,3.93,20,85.3,23.8,497,17.5,customer_support,Colombia,intermediate,full_time,none
1699,26.71,7.0,4.21,51,90.1,10.9,1492,25.3,machine_learning,Guatemala,advanced,full_time,top_rated
1700,43.05,6.8,4.63,77,82.9,9.8,2245,52.3,customer_support,El Salvador,native,full_time,none
1701,17.16,1.7,4.3,27,68.3,18.5,1536,12.8,customer_support,Mexico,advanced,part_time,verified
1702,94.42,8.0,4.82,294,91.7,5.6,9675,41.6,digital_marketing,Argentina,intermediate,part_time,verified
1703,19.03,0.6,4.03,15,70.8,24.4,1334,20.1,machine_learning,Chile,advanced,full_time,none
1704,36.36,3.8,4.46,75,86.5,4.8,1788,27.2,web_development,Guatemala,advanced,weekends,none
1705,40.7,4.3,4.52,68,85.4,4.5,2813,38.1,web_development,Chile,intermediate,full_time,none
1706,19.23,1.0,4.38,27,82.5,21.5,807,5.0,machine_learning,El Salvador,advanced,part_time,none
1707,16.26,0.4,3.61,5,86.1,11.3,469,22.7,machine_learning,Costa Rica,native,limited,rising_talent
1708,72.0,10.8,4.81,327,91.6,7.2,9050,64.9,graphic_design,Chile,advanced,weekends,none
1709,68.69,12.3,4.76,233,91.1,1.1,5372,49.7,customer_support,Guatemala,basic,part_time,none
1710,27.81,5.7,4.29,27,84.1,5.1,775,43.1,copywriting,Chile,intermediate,part_time,none
1711,35.49,5.6,4.62,32,94.2,6.5,1289,31.6,web_development,Mexico,intermediate,full_time,rising_talent
1712,26.89,6.3,4.34,117,87.6,9.3,4081,51.3,mobile_development,Argentina,basic,limited,top_rated
1713,42.55,5.8,4.33,93,91.9,3.1,1851,17.0,graphic_design,Argentina,basic,full_time,none
1714,62.11,12.6,4.85,315,90.1,3.6,7608,76.1,customer_support,Colombia,basic,part_time,none
1715,9.67,1.7,3.99,23,67.9,18.6,1557,5.4,digital_marketing,Argentina,advanced,full_time,top_rated
1716,22.58,5.1,4.76,72,94.8,13.5,2796,18.1,customer_support,Mexico,intermediate,part_time,none
1717,61.71,14.5,4.72,136,99.9,7.7,4910,85.7,mobile_development,Costa Rica,intermediate,part_time,top_rated
1718,33.64,5.8,4.31,108,90.1,15.7,2951,46.7,machine_learning,El Salvador,intermediate,weekends,none
1719,12.28,1.9,3.81,20,79.3,27.6,998,13.4,customer_support,Mexico,intermediate,full_time,rising_talent
1720,42.36,6.5,4.59,45,90.6,10.4,2149,45.5,web_development,Chile,basic,full_time,verified
1721,38.94,7.5,3.48,6,64.8,40.6,409,7.1,graphic_design,Costa Rica,intermediate,weekends,rising_talent
1722,13.12,1.8,4.33,15,74.5,32.8,684,3.2,web_development,Mexico,advanced,part_time,none
1723,16.89,5.1,3.78,55,55.3,21.6,1871,9.8,web_development,Guatemala,advanced,full_time,none
1724,25.57,6.9,4.57,119,85.8,13.4,3853,21.5,copywriting,Costa Rica,advanced,limited,top_rated
1725,43.36,6.9,4.35,101,82.3,5.2,3306,32.3,mobile_development,Costa Rica,intermediate,part_time,none
1726,20.4,3.2,4.78,32,88.1,14.0,1121,31.3,graphic_design,El Salvador,intermediate,part_time,rising_talent
1727,26.5,6.8,4.63,61,84.5,6.2,1446,31.0,web_development,Costa Rica,intermediate,full_time,verified
1728,21.66,2.8,3.95,92,64.0,49.7,3259,5.5,graphic_design,Peru,intermediate,full_time,rising_talent
1729,24.95,6.3,4.7,37,94.5,6.2,1280,52.4,mobile_development,Guatemala,intermediate,part_time,none
1730,52.63,13.1,4.97,91,96.3,4.8,1361,49.5,mobile_development,Peru,basic,limited,none
1731,19.5,1.0,4.24,32,81.3,23.9,1509,10.2,digital_marketing,Guatemala,intermediate,part_time,top_rated
1732,59.96,9.7,4.72,120,95.9,2.1,1624,80.7,web_development,El Salvador,advanced,part_time,none
1733,21.68,2.9,3.81,2,73.0,38.2,847,18.8,data_analysis,El Salvador,basic,full_time,verified
1734,32.4,3.5,4.76,80,93.2,5.3,3177,35.6,mobile_development,Guatemala,advanced,full_time,rising_talent
1735,19.93,2.0,4.29,24,85.5,37.2,758,7.5,customer_support,Costa Rica,native,part_time,none
1736,16.5,2.0,3.95,23,80.4,26.0,1076,12.2,mobile_development,Costa Rica,basic,limited,none
1737,46.9,7.4,4.97,293,97.3,6.9,6710,76.6,data_analysis,Argentina,basic,weekends,verified
1738,64.29,8.9,4.81,288,99.7,4.3,7106,66.8,copywriting,Costa Rica,native,part_time,none
1739,16.28,1.0,3.86,35,82.4,24.4,891,6.1,customer_support,Colombia,advanced,full_time,expert_vetted
1740,17.36,2.6,3.9,13,75.5,23.4,923,8.5,web_development,Argentina,basic,full_time,none
1741,44.69,6.3,3.99,52,48.4,31.8,1175,19.5,data_analysis,Chile,intermediate,part_time,none
1742,33.17,5.9,4.47,33,94.2,7.4,1004,34.7,machine_learning,Guatemala,intermediate,full_time,none
1743,44.92,4.0,4.65,89,82.7,11.1,1801,32.6,web_development,Colombia,intermediate,weekends,none
1744,39.78,4.0,4.48,86,88.7,6.1,2407,42.1,customer_support,Mexico,advanced,part_time,none
1745,33.69,5.7,4.21,38,84.0,11.6,1488,20.5,copywriting,Guatemala,advanced,limited,none
1746,33.81,7.7,2.84,77,64.3,47.7,1919,4.2,mobile_development,El Salvador,basic,full_time,none
1747,19.18,2.3,3.72,15,82.8,12.3,371,2.7,digital_marketing,Argentina,native,full_time,expert_vetted
1748,14.13,1.7,4.37,27,72.2,20.3,1376,19.4,mobile_development,Peru,basic,full_time,none
1749,10.17,2.3,4.07,4,65.1,14.8,174,2.9,copywriting,Costa Rica,advanced,full_time,rising_talent
1750,19.93,1.7,3.24,77,69.3,62.6,2713,2.0,web_development,Peru,basic,full_time,none
1751,22.87,3.7,4.55,87,89.4,6.8,1345,26.0,machine_learning,Argentina,intermediate,full_time,top_rated
1752,40.73,6.2,4.71,61,86.2,5.0,1483,20.8,graphic_design,Chile,advanced,weekends,none
1753,20.16,0.7,3.57,24,66.0,45.8,815,21.3,graphic_design,Costa Rica,advanced,full_time,rising_talent
1754,45.88,6.4,3.1,78,58.5,38.7,2365,0.5,data_analysis,Mexico,advanced,weekends,top_rated
1755,87.35,10.0,4.86,153,98.9,6.1,4730,60.5,data_analysis,Guatemala,intermediate,part_time,none
1756,70.78,7.9,4.94,133,93.1,7.6,3751,57.1,copywriting,Mexico,intermediate,full_time,none
1757,20.96,4.4,4.2,120,85.8,3.6,1960,55.0,customer_support,Argentina,basic,part_time,none
1758,83.15,10.1,4.73,144,99.5,2.1,4292,56.4,web_development,El Salvador,advanced,part_time,none
1759,31.34,3.3,3.55,83,75.4,46.4,1326,0.1,mobile_development,Costa Rica,advanced,limited,none
1760,16.82,2.9,3.56,25,65.4,16.4,423,19.5,web_development,Peru,intermediate,limited,none
1761,46.81,7.2,4.81,287,96.4,3.1,4084,79.3,machine_learning,Chile,basic,part_time,none
1762,31.6,4.2,4.54,106,90.9,13.6,2804,38.6,web_development,Argentina,intermediate,part_time,expert_vetted
1763,31.61,5.2,3.7,61,61.0,69.6,1320,17.2,mobile_development,Argentina,advanced,limited,none
1764,21.04,0.2,3.6,28,84.1,47.7,1194,8.4,digital_marketing,Chile,basic,limited,none
1765,66.14,9.2,4.69,345,93.0,5.0,6114,60.4,mobile_development,Mexico,intermediate,full_time,rising_talent
1766,63.01,14.3,4.95,108,93.1,5.9,3046,69.3,mobile_development,Costa Rica,advanced,limited,top_rated
1767,67.82,7.8,4.78,235,97.6,5.9,6588,47.7,mobile_development,Peru,advanced,full_time,none
1768,86.78,8.2,4.79,278,95.5,5.6,9416,53.0,digital_marketing,Argentina,advanced,limited,top_rated
1769,31.01,3.1,4.2,71,89.8,4.3,1582,49.9,data_analysis,Mexico,intermediate,full_time,none
1770,72.86,8.5,4.95,214,93.9,3.8,5170,81.0,data_analysis,Chile,advanced,full_time,none
1771,41.17,3.9,4.63,57,91.3,9.2,1692,48.6,machine_learning,Colombia,intermediate,part_time,rising_talent
1772,61.46,12.0,4.67,107,90.1,5.7,1965,79.2,web_development,Mexico,advanced,full_time,none
1773,153.81,11.5,2.17,343,90.8,98.69,10360,82.8,digital_marketing,Costa Rica,advanced,full_time,rising_talent
1774,89.48,12.7,4.82,287,94.8,2.4,4607,86.6,data_analysis,El Salvador,advanced,limited,top_rated
1775,35.7,4.7,4.74,71,95.6,12.4,3251,17.8,graphic_design,Colombia,basic,part_time,none
1776,64.88,9.3,4.79,112,96.4,5.4,1789,75.9,digital_marketing,Mexico,advanced,full_time,none
1777,27.92,5.5,4.55,77,93.9,8.6,1675,15.6,data_analysis,Argentina,advanced,limited,none
1778,18.41,9.0,3.77,63,75.1,27.4,2114,17.8,copywriting,Colombia,native,part_time,verified
1779,26.43,4.2,4.51,56,93.2,12.7,1786,32.2,data_analysis,Mexico,basic,weekends,none
1780,11.61,1.8,3.97,21,77.9,28.2,1056,21.3,web_development,Costa Rica,advanced,part_time,top_rated
1781,35.24,3.7,4.41,37,91.6,3.2,1727,44.2,graphic_design,Mexico,intermediate,weekends,expert_vetted
1782,20.56,3.6,4.39,63,83.0,13.4,2226,22.0,customer_support,El Salvador,advanced,full_time,expert_vetted
1783,54.78,13.6,4.99,241,97.6,1.5,4048,88.1,digital_marketing,Mexico,basic,full_time,none
1784,43.06,3.0,4.63,79,84.1,7.6,1656,53.3,graphic_design,Peru,native,part_time,verified
1785,8.43,0.0,3.54,26,87.0,11.2,783,23.8,digital_marketing,Colombia,intermediate,part_time,verified
1786,46.37,1.4,3.37,96,62.2,28.9,2985,3.4,digital_marketing,Peru,basic,part_time,none
1787,14.29,0.1,3.77,35,75.8,41.5,1058,3.6,machine_learning,Argentina,advanced,full_time,none
1788,61.36,9.7,4.87,89,90.2,3.5,2903,44.0,digital_marketing,Colombia,basic,weekends,none
1789,10.94,0.0,3.91,9,70.5,11.5,266,19.2,digital_marketing,Colombia,advanced,full_time,none
1790,40.17,5.3,4.79,98,84.0,15.4,3815,16.2,machine_learning,Argentina,basic,weekends,rising_talent
1791,40.9,4.9,4.61,26,85.5,14.2,404,25.2,machine_learning,Mexico,intermediate,part_time,top_rated
1792,15.65,0.9,4.16,2,67.3,37.7,445,4.2,graphic_design,Guatemala,advanced,part_time,none
1793,19.45,2.0,4.37,27,79.2,47.2,904,11.6,copywriting,Colombia,advanced,full_time,rising_talent
1794,51.66,13.3,4.82,104,93.2,6.9,2392,49.7,mobile_development,Peru,native,full_time,expert_vetted
1795,60.3,15.0,4.67,254,97.5,5.7,2880,69.8,copywriting,Colombia,advanced,part_time,rising_talent
1796,68.15,12.6,4.82,170,94.0,2.5,4299,89.2,web_development,Chile,native,full_time,verified
1797,33.82,7.4,3.51,20,72.6,41.3,461,16.0,graphic_design,Argentina,intermediate,full_time,expert_vetted
1798,78.04,9.9,4.95,103,93.3,6.6,2674,68.2,data_analysis,Mexico,advanced,weekends,expert_vetted
1799,56.17,12.7,4.9,319,94.1,2.0,10133,83.7,data_analysis,Costa Rica,basic,full_time,verified
1800,33.27,4.9,4.77,38,94.3,11.6,1306,53.6,machine_learning,Costa Rica,basic,limited,none
1801,37.02,3.3,4.6,106,90.1,9.7,3320,39.7,digital_marketing,Costa Rica,native,full_time,rising_talent
1802,73.61,13.0,4.79,144,94.7,5.4,5588,86.5,mobile_development,Argentina,intermediate,full_time,top_rated
1803,28.82,6.3,4.51,118,91.0,15.3,2683,49.4,digital_marketing,Argentina,native,full_time,rising_talent
1804,20.73,1.7,4.08,31,70.5,32.3,1704,16.2,digital_marketing,Chile,intermediate,full_time,top_rated
1805,19.2,0.8,4.26,3,75.4,32.1,689,21.1,copywriting,Chile,advanced,part_time,top_rated
1806,34.2,5.8,4.22,118,85.6,7.4,4405,41.1,copywriting,Guatemala,intermediate,full_time,rising_talent
1807,27.65,8.7,3.34,33,75.4,44.8,1142,8.3,customer_support,Chile,native,part_time,none
1808,19.77,2.1,3.55,29,80.0,13.7,1077,17.8,mobile_development,Peru,advanced,full_time,none
1809,25.45,5.3,4.29,50,92.0,9.5,1250,26.3,copywriting,Colombia,native,full_time,rising_talent
1810,56.21,13.1,4.98,281,93.2,2.1,8469,51.9,data_analysis,Chile,advanced,part_time,top_rated
1811,9.96,0.4,3.74,32,66.7,26.1,1488,16.1,copywriting,Peru,intermediate,full_time,expert_vetted
1812,21.75,0.1,3.87,31,70.8,17.4,1398,24.4,digital_marketing,El Salvador,advanced,part_time,none
1813,133.48,5.7,2.88,106,84.1,73.42,1300,45.2,graphic_design,Colombia,native,full_time,none
1814,46.32,10.1,4.71,260,92.5,1.0,8123,52.8,copywriting,Guatemala,basic,full_time,rising_talent
1815,32.49,4.9,4.52,111,86.4,13.3,2312,24.3,web_development,Chile,advanced,full_time,none
1816,18.39,0.7,4.01,10,86.8,26.1,523,23.4,graphic_design,Guatemala,advanced,full_time,none
1817,9.46,2.3,3.53,30,65.5,37.4,436,24.0,mobile_development,Argentina,intermediate,full_time,top_rated
1818,42.35,6.6,4.43,118,83.0,11.4,4151,42.4,data_analysis,Colombia,advanced,full_time,top_rated
1819,8.03,1.0,3.52,6,68.7,44.9,286,3.0,mobile_development,El Salvador,intermediate,part_time,top_rated
1820,12.01,1.7,3.94,35,77.3,26.9,826,5.8,mobile_development,Colombia,intermediate,full_time,rising_talent
1821,46.29,7.6,5.0,295,99.8,4.9,8338,85.1,copywriting,Colombia,advanced,part_time,none
1822,65.85,12.5,4.61,298,98.9,7.7,5288,62.0,copywriting,Colombia,intermediate,part_time,top_rated
1823,68.46,11.4,4.81,87,94.4,6.7,1922,75.0,customer_support,Guatemala,native,part_time,verified
1824,35.17,6.8,4.29,64,84.2,9.8,2038,46.8,machine_learning,Mexico,advanced,full_time,none
1825,20.03,3.8,4.5,107,89.2,8.5,2532,28.4,web_development,Argentina,basic,weekends,top_rated
1826,44.99,6.9,4.55,72,90.9,4.9,993,38.3,digital_marketing,Colombia,advanced,full_time,expert_vetted
1827,58.5,13.7,4.92,123,95.8,1.6,3365,70.8,customer_support,Guatemala,native,part_time,none
1828,38.1,4.6,4.72,38,87.1,3.5,1759,33.7,digital_marketing,Guatemala,intermediate,part_time,expert_vetted
1829,38.3,5.4,4.47,44,91.1,6.8,1602,18.3,web_development,Guatemala,basic,full_time,rising_talent
1830,38.42,3.1,4.31,72,82.7,7.5,2550,26.6,mobile_development,Colombia,basic,part_time,rising_talent
1831,42.14,4.5,4.57,102,88.6,11.4,3525,42.0,mobile_development,Costa Rica,intermediate,weekends,expert_vetted
1832,57.72,13.1,4.74,276,96.6,5.8,7097,78.2,digital_marketing,Mexico,intermediate,part_time,rising_talent
1833,12.08,2.8,4.21,24,67.1,44.1,1325,6.3,mobile_development,El Salvador,advanced,weekends,none
1834,142.42,5.4,2.92,39,92.4,88.49,1631,45.7,digital_marketing,Guatemala,advanced,full_time,top_rated
1835,32.73,4.1,4.55,29,89.2,5.7,835,47.8,web_development,Peru,intermediate,part_time,none
1836,33.95,3.8,4.36,56,86.4,15.7,1902,44.5,web_development,Peru,advanced,weekends,expert_vetted
1837,17.48,2.7,4.05,21,78.7,41.1,615,3.8,mobile_development,Guatemala,advanced,full_time,rising_talent
1838,79.66,13.8,4.6,100,98.8,2.0,2241,82.9,graphic_design,Guatemala,intermediate,full_time,top_rated
1839,16.04,2.6,4.33,7,81.5,15.4,808,3.5,digital_marketing,Chile,intermediate,full_time,none
1840,43.39,6.8,4.49,95,94.9,11.9,1406,54.5,data_analysis,El Salvador,intermediate,full_time,none
